Customer_ID,recent,count,spent,R_Quartile,F_Quartile,M_Quartile,RCSClass
6191,807.0,3,124968,4,2,2,422
6192,736.0,3,169821,3,2,1,321
6193,781.0,1,294245,4,4,1,441
6194,1053.0,4,284697,4,1,1,411
6195,744.0,3,277744,3,2,1,321
6196,988.0,1,286645,4,4,1,441
6197,1043.0,1,284252,4,4,1,441
6198,971.0,3,272830,4,2,1,421
6199,804.0,3,254367,4,2,1,421
6200,938.0,2,268616,4,3,1,431
6201,1057.0,1,275203,4,4,1,441
6202,778.0,1,265469,4,4,1,441
6203,801.0,1,270451,4,4,1,441
6204,888.0,4,266370,4,1,1,411
6205,850.0,3,269887,4,2,1,421
6206,951.0,4,269266,4,1,1,411
6207,994.0,4,288904,4,1,1,411
6208,891.0,3,294877,4,2,1,421
6209,753.0,1,276789,3,4,1,341
6210,1046.0,4,327809,4,1,1,411
6211,876.0,2,271643,4,3,1,431
6212,879.0,4,268830,4,1,1,411
6213,985.0,1,270837,4,4,1,441
6214,838.0,2,322587,4,3,1,431
6215,1072.0,4,334588,4,1,1,411
6216,807.0,2,303813,4,3,1,431
6217,1050.0,3,294818,4,2,1,421
6218,1086.0,4,273895,4,1,1,411
6219,758.0,2,168258,3,3,1,331
6220,1080.0,4,126731,4,1,2,412
6221,902.0,4,164051,4,1,1,411
6222,966.0,2,142205,4,3,1,431
6223,819.0,2,152058,4,3,1,431
6224,769.0,4,129813,4,1,1,411
6225,864.0,1,143104,4,4,1,441
6226,825.0,3,169758,4,2,1,421
6227,845.0,1,153681,4,4,1,441
6228,991.0,2,134703,4,3,1,431
6229,956.0,3,163949,4,2,1,421
6230,1041.0,2,244488,4,3,1,431
6231,1069.0,3,163633,4,2,1,421
6232,745.0,1,160770,3,4,1,341
6233,751.0,3,154305,3,2,1,321
6234,835.0,3,129684,4,2,1,421
6235,875.0,2,151370,4,3,1,431
6236,1070.0,4,126316,4,1,2,412
6237,1083.0,4,129742,4,1,1,411
6238,932.0,4,134458,4,1,1,411
6239,768.0,4,166035,4,1,1,411
6240,765.0,3,128631,4,2,2,422
6241,1090.0,3,150761,4,2,1,421
6242,840.0,3,120594,4,2,2,422
6243,842.0,3,135916,4,2,1,421
6244,960.0,2,121206,4,3,2,432
6245,868.0,4,145642,4,1,1,411
6246,830.0,1,163731,4,4,1,441
6247,1073.0,2,161132,4,3,1,431
6248,773.0,2,138987,4,3,1,431
6249,775.0,1,139347,4,4,1,441
6250,898.0,4,125524,4,1,2,412
6251,1054.0,4,134286,4,1,1,411
6252,790.0,3,152013,4,2,1,421
6253,840.0,3,157979,4,2,1,421
6254,931.0,3,153422,4,2,1,421
6255,999.0,4,167969,4,1,1,411
6256,1058.0,1,151261,4,4,1,441
6257,1070.0,4,146170,4,1,1,411
6258,928.0,1,146069,4,4,1,441
6259,947.0,1,138141,4,4,1,441
6260,967.0,3,169887,4,2,1,421
6261,895.0,2,158785,4,3,1,431
6262,1052.0,2,154624,4,3,1,431
6263,833.0,1,161896,4,4,1,441
6264,734.0,2,133152,3,3,1,331
6265,959.0,1,140655,4,4,1,441
6266,749.0,3,169145,3,2,1,321
6267,765.0,4,152365,4,1,1,411
6268,878.0,2,150145,4,3,1,431
6269,1073.0,2,169944,4,3,1,431
6270,787.0,2,149716,4,3,1,431
6271,781.0,1,154611,4,4,1,441
6272,959.0,1,133095,4,4,1,441
6273,903.0,4,155867,4,1,1,411
6274,847.0,1,141889,4,4,1,441
6275,1008.0,2,150115,4,3,1,431
6276,895.0,4,167039,4,1,1,411
6277,807.0,3,161426,4,2,1,421
6278,889.0,1,162142,4,4,1,441
6279,1000.0,3,138742,4,2,1,421
6280,736.0,2,137449,3,3,1,331
6281,1073.0,2,163511,4,3,1,431
6282,968.0,1,134397,4,4,1,441
6283,1077.0,1,144144,4,4,1,441
6284,856.0,3,143282,4,2,1,421
6285,1092.0,3,140654,4,2,1,421
6286,1028.0,2,135042,4,3,1,431
6287,1008.0,4,123309,4,1,2,412
6288,838.0,2,146516,4,3,1,431
6289,889.0,4,130355,4,1,1,411
6290,847.0,4,141846,4,1,1,411
6291,1031.0,2,129427,4,3,1,431
6292,858.0,1,158556,4,4,1,441
6293,807.0,3,150326,4,2,1,421
6294,890.0,2,170000,4,3,1,431
6295,1082.0,4,150642,4,1,1,411
6296,744.0,4,157721,3,1,1,311
6297,924.0,2,169046,4,3,1,431
6298,736.0,2,154329,3,3,1,331
6299,886.0,2,124038,4,3,2,432
6300,997.0,1,137531,4,4,1,441
6301,760.0,3,155196,3,2,1,321
6302,1038.0,4,144082,4,1,1,411
6303,775.0,3,152465,4,2,1,421
6304,740.0,1,132796,3,4,1,341
6305,940.0,3,154650,4,2,1,421
6306,788.0,4,164090,4,1,1,411
6307,1048.0,3,157819,4,2,1,421
6308,1057.0,3,169054,4,2,1,421
6309,816.0,2,153871,4,3,1,431
6310,968.0,3,128062,4,2,2,422
6311,751.0,2,163502,3,3,1,331
6312,905.0,4,155866,4,1,1,411
6313,771.0,2,159569,4,3,1,431
6314,954.0,2,128589,4,3,2,432
6315,866.0,2,156200,4,3,1,431
6316,876.0,2,122304,4,3,2,432
6317,997.0,2,157168,4,3,1,431
6318,1050.0,3,127678,4,2,2,422
6319,984.0,2,123452,4,3,2,432
6320,803.0,1,152609,4,4,1,441
6321,758.0,1,134826,3,4,1,341
6322,1031.0,2,134055,4,3,1,431
6323,777.0,4,168922,4,1,1,411
6324,799.0,3,126210,4,2,2,422
6325,1077.0,2,157343,4,3,1,431
6326,786.0,3,145965,4,2,1,421
6327,1080.0,3,150790,4,2,1,421
6328,904.0,1,140165,4,4,1,441
6329,896.0,4,163164,4,1,1,411
6330,1059.0,1,123391,4,4,2,442
6331,937.0,3,163835,4,2,1,421
6332,865.0,1,125543,4,4,2,442
6333,776.0,3,149354,4,2,1,421
6334,1033.0,4,130242,4,1,1,411
6335,916.0,2,156871,4,3,1,431
6336,900.0,1,123673,4,4,2,442
6337,748.0,1,167160,3,4,1,341
6338,925.0,2,133331,4,3,1,431
6339,955.0,4,128858,4,1,2,412
6340,757.0,2,137182,3,3,1,331
6341,778.0,1,122048,4,4,2,442
6342,759.0,3,150592,3,2,1,321
6343,913.0,4,163568,4,1,1,411
6344,827.0,1,165265,4,4,1,441
6345,974.0,3,145740,4,2,1,421
6346,879.0,1,158810,4,4,1,441
6347,1049.0,2,128948,4,3,2,432
6348,778.0,3,126862,4,2,2,422
6349,802.0,3,152295,4,2,1,421
6350,747.0,2,148225,3,3,1,331
6351,738.0,1,155392,3,4,1,341
6352,845.0,1,132954,4,4,1,441
6353,990.0,2,140966,4,3,1,431
6354,964.0,4,150122,4,1,1,411
6355,1003.0,1,133226,4,4,1,441
6356,857.0,2,144366,4,3,1,431
6357,960.0,4,156323,4,1,1,411
6358,963.0,2,160106,4,3,1,431
6359,834.0,4,158528,4,1,1,411
6360,893.0,1,125219,4,4,2,442
6361,767.0,2,158195,4,3,1,431
6362,767.0,1,152722,4,4,1,441
6363,758.0,2,155209,3,3,1,331
6364,753.0,4,155120,3,1,1,311
6365,1010.0,3,151849,4,2,1,421
6366,1024.0,3,167814,4,2,1,421
6367,967.0,2,138832,4,3,1,431
6368,940.0,2,140875,4,3,1,431
6369,1049.0,4,164109,4,1,1,411
6370,911.0,1,136486,4,4,1,441
6371,765.0,1,161064,4,4,1,441
6372,956.0,4,137552,4,1,1,411
6373,1053.0,2,124464,4,3,2,432
6374,869.0,3,137267,4,2,1,421
6375,820.0,4,161070,4,1,1,411
6376,1030.0,3,151982,4,2,1,421
6377,737.0,1,150591,3,4,1,341
6378,865.0,3,132832,4,2,1,421
6379,902.0,4,166568,4,1,1,411
6380,1032.0,1,148148,4,4,1,441
6381,998.0,4,150504,4,1,1,411
6382,773.0,2,159362,4,3,1,431
6383,789.0,1,137241,4,4,1,441
6384,1085.0,1,140426,4,4,1,441
6385,966.0,4,136563,4,1,1,411
6386,1028.0,1,155097,4,4,1,441
6387,1076.0,3,135531,4,2,1,421
6388,1064.0,3,153937,4,2,1,421
6389,992.0,4,128496,4,1,2,412
6390,1088.0,1,122292,4,4,2,442
6391,1062.0,2,130430,4,3,1,431
6392,864.0,1,132261,4,4,1,441
6393,1016.0,4,124089,4,1,2,412
6394,760.0,1,124473,3,4,2,342
6395,866.0,1,164504,4,4,1,441
6396,735.0,2,140277,3,3,1,331
6397,1082.0,1,120447,4,4,2,442
6398,1085.0,3,136783,4,2,1,421
6399,1085.0,4,132905,4,1,1,411
6400,962.0,1,142812,4,4,1,441
6401,819.0,4,129691,4,1,1,411
6402,977.0,3,140098,4,2,1,421
6403,1055.0,1,155881,4,4,1,441
6404,1068.0,2,141895,4,3,1,431
6405,1008.0,4,168264,4,1,1,411
6406,941.0,2,135334,4,3,1,431
6407,937.0,2,134600,4,3,1,431
6408,1042.0,3,143699,4,2,1,421
6409,1095.0,3,158813,4,2,1,421
6410,873.0,1,159293,4,4,1,441
6411,1062.0,1,153727,4,4,1,441
6412,907.0,1,133401,4,4,1,441
6413,918.0,4,161208,4,1,1,411
6414,746.0,3,155563,3,2,1,321
6415,1049.0,3,127156,4,2,2,422
6416,772.0,2,159118,4,3,1,431
6417,989.0,2,155394,4,3,1,431
6418,1044.0,4,163937,4,1,1,411
6419,844.0,3,124448,4,2,2,422
6420,828.0,3,154536,4,2,1,421
6421,858.0,3,120457,4,2,2,422
6422,1028.0,4,123673,4,1,2,412
6423,961.0,4,160413,4,1,1,411
6424,800.0,2,146555,4,3,1,431
6425,1082.0,3,156528,4,2,1,421
6426,816.0,3,162830,4,2,1,421
6427,1032.0,2,158659,4,3,1,431
6428,1024.0,3,148178,4,2,1,421
6429,764.0,1,136677,4,4,1,441
6430,768.0,3,157923,4,2,1,421
6431,748.0,2,131930,3,3,1,331
6432,937.0,4,121438,4,1,2,412
6433,1081.0,4,131316,4,1,1,411
6434,1095.0,3,136120,4,2,1,421
6435,733.0,4,165574,3,1,1,311
6436,986.0,3,162271,4,2,1,421
6437,926.0,2,138889,4,3,1,431
6438,768.0,2,120233,4,3,2,432
6439,947.0,1,167340,4,4,1,441
6440,907.0,3,122488,4,2,2,422
6441,756.0,2,121864,3,3,2,332
6442,1045.0,2,134480,4,3,1,431
6443,933.0,2,148109,4,3,1,431
6444,786.0,1,151405,4,4,1,441
6445,1032.0,1,166329,4,4,1,441
6446,1041.0,4,160958,4,1,1,411
6447,774.0,2,143739,4,3,1,431
6448,967.0,2,160978,4,3,1,431
6449,1035.0,3,158550,4,2,1,421
6450,965.0,3,155237,4,2,1,421
6451,1068.0,1,165961,4,4,1,441
6452,751.0,2,123404,3,3,2,332
6453,735.0,2,167428,3,3,1,331
6454,1071.0,4,155035,4,1,1,411
6455,962.0,4,140273,4,1,1,411
6456,918.0,1,166838,4,4,1,441
6457,864.0,2,136021,4,3,1,431
6458,1020.0,4,120623,4,1,2,412
6459,1031.0,4,131712,4,1,1,411
6460,740.0,1,163230,3,4,1,341
6461,859.0,2,142720,4,3,1,431
6462,780.0,4,166320,4,1,1,411
6463,996.0,4,153438,4,1,1,411
6464,1053.0,1,137629,4,4,1,441
6465,898.0,1,134406,4,4,1,441
6466,782.0,2,156863,4,3,1,431
6467,970.0,4,135992,4,1,1,411
6468,766.0,3,145375,4,2,1,421
6469,981.0,4,164364,4,1,1,411
6470,781.0,4,169408,4,1,1,411
6471,926.0,3,156084,4,2,1,421
6472,995.0,2,120678,4,3,2,432
6473,740.0,1,151754,3,4,1,341
6474,1033.0,2,162985,4,3,1,431
6475,991.0,4,164019,4,1,1,411
6476,783.0,1,152174,4,4,1,441
6477,928.0,2,161574,4,3,1,431
6478,831.0,4,138874,4,1,1,411
6479,917.0,4,158145,4,1,1,411
6480,969.0,1,158955,4,4,1,441
6481,828.0,2,120491,4,3,2,432
6482,765.0,2,161259,4,3,1,431
6483,994.0,2,137275,4,3,1,431
6484,1040.0,4,126061,4,1,2,412
6485,992.0,2,146045,4,3,1,431
6486,1028.0,3,162777,4,2,1,421
6487,778.0,1,159315,4,4,1,441
6488,1069.0,2,145839,4,3,1,431
6489,925.0,4,165305,4,1,1,411
6490,895.0,2,148146,4,3,1,431
6491,1029.0,2,143718,4,3,1,431
6492,1025.0,2,147064,4,3,1,431
6493,1017.0,2,157550,4,3,1,431
6494,900.0,2,148512,4,3,1,431
6495,308.0,4,87219,2,1,3,213
6496,274.0,2,80487,2,3,4,234
6497,3.0,3,96874,1,2,3,123
6498,188.0,1,87661,1,4,3,143
6499,218.0,4,357150,2,1,1,211
6500,201.0,1,364424,1,4,1,141
6501,356.0,4,83867,2,1,4,214
6502,109.0,3,387760,1,2,1,121
6503,152.0,2,377641,1,3,1,131
6504,198.0,1,84984,1,4,4,144
6505,3.0,4,367507,1,1,1,111
6506,16.0,3,88989,1,2,3,123
6507,135.0,1,340091,1,4,1,141
6508,70.0,1,352519,1,4,1,141
6509,120.0,3,366579,1,2,1,121
6510,228.0,3,95429,2,2,3,223
6511,303.0,4,339999,2,1,1,211
6512,221.0,4,28645,2,1,4,214
6513,199.0,4,374531,1,1,1,111
6514,79.0,4,356089,1,1,1,111
6515,331.0,1,221964,2,4,1,241
6516,318.0,4,89221,2,1,3,213
6517,255.0,3,219900,2,2,1,221
6518,194.0,2,203260,1,3,1,131
6519,323.0,1,215307,2,4,1,241
6520,166.0,4,95804,1,1,3,113
6521,173.0,1,96287,1,4,3,143
6522,293.0,2,85255,2,3,4,234
6523,333.0,3,217685,2,2,1,221
6524,131.0,3,232444,1,2,1,121
6525,7.0,1,154188,1,4,1,141
6526,121.0,2,81626,1,3,4,134
6527,268.0,3,231312,2,2,1,221
6528,253.0,2,220790,2,3,1,231
6529,104.0,3,95106,1,2,3,123
6530,128.0,1,209855,1,4,1,141
6531,287.0,1,224812,2,4,1,241
6532,128.0,3,216694,1,2,1,121
6533,358.0,2,93629,2,3,3,233
6534,240.0,2,98961,2,3,3,233
6535,222.0,3,232664,2,2,1,221
6536,186.0,2,208721,1,3,1,131
6537,244.0,3,99385,2,2,3,223
6538,327.0,3,164851,2,2,1,221
6539,252.0,3,212372,2,2,1,221
6540,217.0,2,150499,2,3,1,231
6541,204.0,1,228272,1,4,1,141
6542,321.0,1,97379,2,4,3,243
6543,101.0,2,82782,1,3,4,134
6544,169.0,4,98864,1,1,3,113
6545,177.0,2,80045,1,3,4,134
6546,126.0,4,223593,1,1,1,111
6547,357.0,2,218070,2,3,1,231
6548,195.0,1,162897,1,4,1,141
6549,193.0,1,91697,1,4,3,143
6550,173.0,4,232829,1,1,1,111
6551,86.0,4,85313,1,1,4,114
6552,146.0,2,83685,1,3,4,134
6553,28.0,2,227777,1,3,1,131
6554,229.0,3,223940,2,2,1,221
6555,178.0,4,217995,1,1,1,111
6556,107.0,3,216262,1,2,1,121
6557,272.0,3,84030,2,2,4,224
6558,348.0,2,92619,2,3,3,233
6559,50.0,1,83359,1,4,4,144
6560,328.0,4,224097,2,1,1,211
6561,86.0,4,213977,1,1,1,111
6562,23.0,2,215686,1,3,1,131
6563,139.0,4,212598,1,1,1,111
6564,232.0,3,94335,2,2,3,223
6565,126.0,1,217315,1,4,1,141
6566,23.0,3,154175,1,2,1,121
6567,175.0,4,221546,1,1,1,111
6568,295.0,2,86578,2,3,3,233
6569,54.0,4,226986,1,1,1,111
6570,293.0,1,221262,2,4,1,241
6571,28.0,3,218717,1,2,1,121
6572,183.0,4,225425,1,1,1,111
6573,175.0,2,90805,1,3,3,133
6574,259.0,2,92588,2,3,3,233
6575,261.0,1,241662,2,4,1,241
6576,166.0,4,216478,1,1,1,111
6577,174.0,2,213273,1,3,1,131
6578,218.0,2,204552,2,3,1,231
6579,29.0,4,99268,1,1,3,113
6580,54.0,3,217435,1,2,1,121
6581,82.0,3,97912,1,2,3,123
6582,206.0,1,231298,1,4,1,141
6583,199.0,1,234781,1,4,1,141
6584,267.0,4,222247,2,1,1,211
6585,326.0,4,209082,2,1,1,211
6586,86.0,3,239561,1,2,1,121
6587,146.0,4,221299,1,1,1,111
6588,233.0,3,94211,2,2,3,223
6589,18.0,4,90584,1,1,3,113
6590,130.0,3,165059,1,2,1,121
6591,269.0,1,223293,2,4,1,241
6592,151.0,1,240778,1,4,1,141
6593,83.0,4,82910,1,1,4,114
6594,220.0,2,220037,2,3,1,231
6595,305.0,2,209789,2,3,1,231
6596,358.0,3,216656,2,2,1,221
6597,164.0,1,163962,1,4,1,141
6598,294.0,2,212764,2,3,1,231
6599,311.0,3,97754,2,2,3,223
6600,141.0,1,227413,1,4,1,141
6601,295.0,1,94031,2,4,3,243
6602,73.0,1,175394,1,4,1,141
6603,48.0,2,93674,1,3,3,133
6604,78.0,1,86227,1,4,3,143
6605,162.0,3,98606,1,2,3,123
6606,267.0,1,93163,2,4,3,243
6607,279.0,4,85039,2,1,4,214
6608,25.0,4,86514,1,1,3,113
6609,229.0,4,159919,2,1,1,211
6610,353.0,3,94184,2,2,3,223
6611,21.0,2,88793,1,3,3,133
6612,197.0,4,94828,1,1,3,113
6613,331.0,3,86477,2,2,3,223
6614,145.0,3,82506,1,2,4,124
6615,207.0,2,94120,1,3,3,133
6616,39.0,4,86875,1,1,3,113
6617,330.0,2,84804,2,3,4,234
6618,5.0,1,81949,1,4,4,144
6619,253.0,4,96296,2,1,3,213
6620,321.0,1,165934,2,4,1,241
6621,296.0,2,85417,2,3,3,233
6622,243.0,3,94832,2,2,3,223
6623,135.0,3,90634,1,2,3,123
6624,158.0,1,86352,1,4,3,143
6625,129.0,3,87972,1,2,3,123
6626,258.0,4,89349,2,1,3,213
6627,29.0,4,80231,1,1,4,114
6628,323.0,3,97508,2,2,3,223
6629,146.0,1,94658,1,4,3,143
6630,211.0,2,93987,2,3,3,233
6631,225.0,2,144880,2,3,1,231
6632,157.0,1,90581,1,4,3,143
6633,195.0,2,82281,1,3,4,134
6634,228.0,2,87877,2,3,3,233
6635,167.0,2,83737,1,3,4,134
6636,340.0,2,181938,2,3,1,231
6637,98.0,1,83694,1,4,4,144
6638,131.0,4,84940,1,1,4,114
6639,162.0,2,93134,1,3,3,133
6640,270.0,4,83243,2,1,4,214
6641,260.0,2,94484,2,3,3,233
6642,234.0,4,89261,2,1,3,213
6643,18.0,2,158392,1,3,1,131
6644,168.0,3,95708,1,2,3,123
6645,51.0,2,89934,1,3,3,133
6646,278.0,1,82065,2,4,4,244
6647,161.0,3,86123,1,2,3,123
6648,58.0,2,93651,1,3,3,133
6649,147.0,1,83219,1,4,4,144
6650,357.0,3,87492,2,2,3,223
6651,232.0,3,97726,2,2,3,223
6652,111.0,4,87969,1,1,3,113
6653,261.0,4,98245,2,1,3,213
6654,286.0,4,98231,2,1,3,213
6655,226.0,4,95069,2,1,3,213
6656,23.0,2,157429,1,3,1,131
6657,47.0,3,90585,1,2,3,123
6658,339.0,4,91387,2,1,3,213
6659,22.0,4,86162,1,1,3,113
6660,344.0,3,89839,2,2,3,223
6661,281.0,3,86904,2,2,3,223
6662,127.0,2,91185,1,3,3,133
6663,84.0,2,89218,1,3,3,133
6664,266.0,3,87792,2,2,3,223
6665,28.0,3,92284,1,2,3,123
6666,39.0,2,82323,1,3,4,134
6667,158.0,4,93021,1,1,3,113
6668,210.0,3,88783,2,2,3,223
6669,42.0,4,87343,1,1,3,113
6670,102.0,3,88085,1,2,3,123
6671,17.0,2,80283,1,3,4,134
6672,341.0,4,83228,2,1,4,214
6673,268.0,2,91713,2,3,3,233
6674,5.0,1,91796,1,4,3,143
6675,72.0,1,84575,1,4,4,144
6676,43.0,4,80538,1,1,4,114
6677,337.0,3,85949,2,2,3,223
6678,33.0,3,92793,1,2,3,123
6679,138.0,1,92885,1,4,3,143
6680,217.0,2,86576,2,3,3,233
6681,283.0,4,89848,2,1,3,213
6682,181.0,2,86303,1,3,3,133
6683,20.0,4,88111,1,1,3,113
6684,94.0,2,86904,1,3,3,133
6685,179.0,2,92219,1,3,3,133
6686,328.0,1,90049,2,4,3,243
6687,68.0,3,86927,1,2,3,123
6688,328.0,3,89929,2,2,3,223
6689,48.0,4,95081,1,1,3,113
6690,300.0,2,96543,2,3,3,233
6691,195.0,2,85182,1,3,4,134
6692,152.0,3,88372,1,2,3,123
6693,110.0,1,84186,1,4,4,144
6694,171.0,4,92991,1,1,3,113
6695,96.0,3,96894,1,2,3,123
6696,347.0,1,88667,2,4,3,243
6697,238.0,1,97588,2,4,3,243
6698,325.0,4,84472,2,1,4,214
6699,100.0,3,161942,1,2,1,121
6700,347.0,1,98474,2,4,3,243
6701,83.0,2,159413,1,3,1,131
6702,356.0,1,84197,2,4,4,244
6703,117.0,2,83666,1,3,4,134
6704,135.0,4,164136,1,1,1,111
6705,237.0,4,87088,2,1,3,213
6706,268.0,1,96246,2,4,3,243
6707,65.0,1,90852,1,4,3,143
6708,3.0,4,88188,1,1,3,113
6709,318.0,1,96153,2,4,3,243
6710,80.0,1,91440,1,4,3,143
6711,70.0,2,97234,1,3,3,133
6712,267.0,3,98841,2,2,3,223
6713,289.0,3,99894,2,2,3,223
6714,346.0,4,174060,2,1,1,211
6715,180.0,1,98374,1,4,3,143
6716,269.0,2,89164,2,3,3,233
6717,144.0,4,88566,1,1,3,113
6718,121.0,3,83305,1,2,4,124
6719,51.0,4,81369,1,1,4,114
6720,79.0,4,87925,1,1,3,113
6721,244.0,4,86836,2,1,3,213
6722,39.0,3,95114,1,2,3,123
6723,136.0,2,96421,1,3,3,133
6724,161.0,4,163950,1,1,1,111
6725,187.0,2,82181,1,3,4,134
6726,140.0,1,81688,1,4,4,144
6727,253.0,4,94220,2,1,3,213
6728,148.0,1,91745,1,4,3,143
6729,65.0,4,81292,1,1,4,114
6730,352.0,3,147708,2,2,1,221
6731,20.0,2,92956,1,3,3,133
6732,127.0,3,99700,1,2,3,123
6733,289.0,1,84431,2,4,4,244
6734,228.0,2,167019,2,3,1,231
6735,283.0,4,95544,2,1,3,213
6736,223.0,1,88842,2,4,3,243
6737,203.0,3,97995,1,2,3,123
6738,84.0,3,154414,1,2,1,121
6739,320.0,3,89064,2,2,3,223
6740,81.0,1,80309,1,4,4,144
6741,88.0,2,91028,1,3,3,133
6742,136.0,3,93359,1,2,3,123
6743,340.0,1,92682,2,4,3,243
6744,46.0,3,95221,1,2,3,123
6745,52.0,4,80399,1,1,4,114
6746,168.0,2,95453,1,3,3,133
6747,158.0,3,82529,1,2,4,124
6748,321.0,3,81742,2,2,4,224
6749,13.0,2,90144,1,3,3,133
6750,52.0,2,161733,1,3,1,131
6751,12.0,3,85888,1,2,3,123
6752,330.0,3,82837,2,2,4,224
6753,284.0,2,89498,2,3,3,233
6754,131.0,2,97249,1,3,3,133
6755,344.0,2,97315,2,3,3,233
6756,227.0,1,91120,2,4,3,243
6757,291.0,2,91580,2,3,3,233
6758,179.0,1,87783,1,4,3,143
6759,18.0,3,80668,1,2,4,124
6760,138.0,3,96800,1,2,3,123
6761,28.0,4,152110,1,1,1,111
6762,146.0,3,99417,1,2,3,123
6763,314.0,4,92778,2,1,3,213
6764,169.0,2,85949,1,3,3,133
6765,323.0,4,94030,2,1,3,213
6766,251.0,1,94962,2,4,3,243
6767,280.0,3,88079,2,2,3,223
6768,192.0,2,86880,1,3,3,133
6769,283.0,3,81397,2,2,4,224
6770,120.0,3,98152,1,2,3,123
6771,29.0,2,82743,1,3,4,134
6772,315.0,2,86852,2,3,3,233
6773,220.0,3,87266,2,2,3,223
6774,148.0,1,85411,1,4,3,143
6775,177.0,3,82340,1,2,4,124
6776,208.0,3,81869,2,2,4,224
6777,236.0,1,80776,2,4,4,244
6778,259.0,3,81331,2,2,4,224
6779,18.0,2,80771,1,3,4,134
6780,45.0,1,166168,1,4,1,141
6781,139.0,4,89508,1,1,3,113
6782,54.0,3,93530,1,2,3,123
6783,135.0,3,82087,1,2,4,124
6784,236.0,3,84504,2,2,4,224
6785,21.0,4,86678,1,1,3,113
6786,130.0,2,87474,1,3,3,133
6787,86.0,1,84766,1,4,4,144
6788,187.0,4,81403,1,1,4,114
6789,206.0,1,93364,1,4,3,143
6790,15.0,1,97050,1,4,3,143
6791,72.0,3,95214,1,2,3,123
6792,104.0,4,95278,1,1,3,113
6793,151.0,4,85481,1,1,3,113
6794,292.0,2,83998,2,3,4,234
6795,52.0,2,92726,1,3,3,133
6796,20.0,1,93934,1,4,3,143
6797,315.0,2,88897,2,3,3,233
6798,38.0,1,89377,1,4,3,143
6799,172.0,2,81314,1,3,4,134
6800,156.0,2,98651,1,3,3,133
6801,39.0,4,90015,1,1,3,113
6802,349.0,3,89026,2,2,3,223
6803,359.0,2,85084,2,3,4,234
6804,20.0,1,99527,1,4,3,143
6805,343.0,4,85272,2,1,4,214
6806,325.0,3,93699,2,2,3,223
6807,143.0,1,88114,1,4,3,143
6808,247.0,4,98990,2,1,3,213
6809,72.0,2,84009,1,3,4,134
6810,282.0,4,88010,2,1,3,213
6811,105.0,4,88265,1,1,3,113
6812,332.0,3,89314,2,2,3,223
6813,234.0,2,174251,2,3,1,231
6814,161.0,3,97094,1,2,3,123
6815,289.0,2,93808,2,3,3,233
6816,91.0,4,94417,1,1,3,113
6817,181.0,2,86517,1,3,3,133
6818,341.0,1,85734,2,4,3,243
6819,286.0,4,94389,2,1,3,213
6820,21.0,4,85331,1,1,3,113
6821,152.0,2,90607,1,3,3,133
6822,74.0,2,87617,1,3,3,133
6823,293.0,4,82103,2,1,4,214
6824,27.0,1,82285,1,4,4,144
6825,348.0,1,94833,2,4,3,243
6826,79.0,3,96415,1,2,3,123
6827,244.0,1,94895,2,4,3,243
6828,21.0,4,85878,1,1,3,113
6829,226.0,3,84839,2,2,4,224
6830,308.0,3,159451,2,2,1,221
6831,257.0,4,80842,2,1,4,214
6832,364.0,3,90006,2,2,3,223
6833,30.0,4,86068,1,1,3,113
6834,26.0,4,82699,1,1,4,114
6835,198.0,1,92659,1,4,3,143
6836,294.0,3,88025,2,2,3,223
6837,279.0,3,150708,2,2,1,221
6838,177.0,3,88112,1,2,3,123
6839,69.0,3,169522,1,2,1,121
6840,349.0,3,96887,2,2,3,223
6841,220.0,2,94026,2,3,3,233
6842,29.0,3,86122,1,2,3,123
6843,257.0,1,95779,2,4,3,243
6844,43.0,1,96683,1,4,3,143
6845,313.0,3,178916,2,2,1,221
6846,119.0,4,80486,1,1,4,114
6847,350.0,4,81237,2,1,4,214
6848,37.0,4,92265,1,1,3,113
6849,54.0,2,83696,1,3,4,134
6850,133.0,4,83097,1,1,4,114
6851,302.0,3,98340,2,2,3,223
6852,145.0,2,89865,1,3,3,133
6853,183.0,1,90404,1,4,3,143
6854,317.0,1,86370,2,4,3,243
6855,250.0,3,91636,2,2,3,223
6856,85.0,4,98988,1,1,3,113
6857,294.0,4,83289,2,1,4,214
6858,266.0,4,97456,2,1,3,213
6859,324.0,4,98987,2,1,3,213
6860,226.0,4,84562,2,1,4,214
6861,298.0,3,99812,2,2,3,223
6862,228.0,3,87402,2,2,3,223
6863,255.0,3,86974,2,2,3,223
6864,306.0,4,86829,2,1,3,213
6865,342.0,3,80513,2,2,4,224
6866,166.0,4,93209,1,1,3,113
6867,156.0,1,91021,1,4,3,143
6868,341.0,3,94761,2,2,3,223
6869,345.0,3,83723,2,2,4,224
6870,8.0,4,83030,1,1,4,114
6871,180.0,1,155973,1,4,1,141
6872,37.0,3,98751,1,2,3,123
6873,292.0,3,88562,2,2,3,223
6874,341.0,1,97857,2,4,3,243
6875,87.0,2,82090,1,3,4,134
6876,176.0,2,89514,1,3,3,133
6877,172.0,4,80417,1,1,4,114
6878,131.0,1,90071,1,4,3,143
6879,9.0,1,93987,1,4,3,143
6880,89.0,3,80353,1,2,4,124
6881,150.0,2,87780,1,3,3,133
6882,285.0,4,89787,2,1,3,213
6883,234.0,4,96216,2,1,3,213
